Sample in Buffer,Sample in Window,TRIGGER,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_1[0:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_2[2:1],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len[3:3],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S_nxt[3:0],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/FREE_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_addr[31:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_datain[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_dataout[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/MAIN_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_size[7:0],aquila_soc_i/aquila_0/inst/aquila_core/dcache_is_flushing,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_done,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_rw,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_strobe,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request_o,u_ila_0_stall_i
917,917,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
918,918,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
919,919,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
920,920,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
921,921,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
922,922,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
923,923,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
924,924,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
925,925,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
926,926,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
927,927,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
928,928,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
929,929,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
930,930,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
931,931,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
932,932,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
933,933,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
934,934,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
935,935,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
936,936,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
937,937,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
938,938,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
939,939,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
940,940,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
941,941,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
942,942,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
943,943,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
944,944,0,0,0,0,7,6,0,8001c160,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,1,1,1,0,0,1
945,945,0,0,0,0,6,7,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,0,0,0,1
946,946,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
947,947,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
948,948,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
949,949,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
950,950,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
951,951,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
952,952,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
953,953,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
954,954,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
955,955,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
956,956,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
957,957,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
958,958,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
959,959,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
960,960,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
961,961,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
962,962,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
963,963,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
964,964,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
965,965,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
966,966,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
967,967,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
968,968,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
969,969,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
970,970,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
971,971,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
972,972,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
973,973,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
974,974,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
975,975,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
976,976,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
977,977,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
978,978,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
979,979,0,0,0,0,6,6,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,1,0,0,1
980,980,0,0,0,0,7,6,0,8001c180,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,1,1,1,0,0,1
981,981,0,0,0,0,6,7,0,8001c180,0000000000000000000000000000000000000000000000000000000000000000,6563636166207373746c75610000000a656c6c49206c616774736e6974637572,"IDLE",08,1,0,1,0,0,0,1
982,982,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
983,983,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
984,984,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
985,985,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
986,986,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
987,987,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
988,988,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
989,989,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
990,990,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
991,991,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
992,992,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
993,993,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
994,994,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
995,995,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
996,996,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
997,997,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
998,998,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
999,999,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1000,1000,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1001,1001,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1002,1002,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1003,1003,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1004,1004,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1005,1005,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1006,1006,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1007,1007,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1008,1008,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1009,1009,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1010,1010,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1011,1011,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1012,1012,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1013,1013,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1014,1014,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1015,1015,0,0,0,0,6,6,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,1,0,0,1
1016,1016,0,0,0,0,7,6,0,8001c1a0,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,1,1,1,0,0,1
1017,1017,0,0,0,0,6,7,0,8001c1a0,0000000000000000000000000000000000000000000000000000000000000000,0a6e6f69000000005f727369425f73696b6165726e696f7000000a7464616f4c,"IDLE",08,1,0,1,0,0,0,1
1018,1018,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
1019,1019,0,0,0,0,6,6,0,8001c1c0,0000000000000000000000000000000000000000000000000000000000000000,646461207373657273696d2067696c610a64656e0000000064616f4c63636120,"IDLE",08,1,0,1,1,0,0,1
1020,1020,0,0,0,0,6,6,0,8001c1c0,0000000000000000000000000000000000000000000000000000000000000000,646461207373657273696d2067696c610a64656e0000000064616f4c63636120,"IDLE",08,1,0,1,1,0,0,1
1021,1021,0,0,0,0,6,6,0,8001c1c0,0000000000000000000000000000000000000000000000000000000000000000,646461207373657273696d2067696c610a64656e0000000064616f4c63636120,"IDLE",08,1,0,1,1,0,0,1
1022,1022,0,0,0,0,6,6,0,8001c1c0,0000000000000000000000000000000000000000000000000000000000000000,646461207373657273696d2067696c610a64656e0000000064616f4c63636120,"IDLE",08,1,0,1,1,0,0,1
1023,1023,0,0,0,0,6,6,0,8001c1c0,0000000000000000000000000000000000000000000000000000000000000000,646461207373657273696d2067696c610a64656e0000000064616f4c63636120,"IDLE",08,1,0,1,1,0,0,1
