Sample in Buffer,Sample in Window,TRIGGER,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_1[0:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_2[2:1],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len[3:3],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S_nxt[3:0],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/FREE_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_addr[31:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_datain[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_dataout[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/MAIN_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_size[7:0],aquila_soc_i/aquila_0/inst/aquila_core/dcache_is_flushing,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_done,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_rw,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_strobe,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request_o,u_ila_0_stall_i
248,248,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
249,249,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
250,250,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
251,251,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
252,252,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
253,253,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
254,254,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
255,255,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
256,256,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
257,257,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
258,258,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
259,259,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
260,260,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
261,261,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
262,262,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
263,263,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
264,264,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
265,265,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
266,266,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
267,267,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
268,268,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
269,269,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
270,270,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
271,271,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
272,272,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
273,273,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
274,274,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
275,275,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
276,276,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
277,277,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
278,278,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
279,279,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
280,280,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
281,281,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
282,282,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
283,283,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
284,284,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
285,285,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
286,286,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
287,287,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
288,288,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
289,289,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
290,290,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
291,291,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
292,292,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
293,293,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
294,294,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
295,295,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
296,296,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
297,297,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
298,298,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
299,299,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
300,300,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
301,301,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
302,302,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
303,303,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
304,304,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
305,305,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
306,306,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
307,307,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
308,308,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
309,309,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
310,310,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
311,311,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
312,312,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
313,313,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
314,314,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
315,315,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
316,316,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
317,317,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
318,318,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
319,319,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
320,320,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
321,321,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
322,322,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
323,323,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
324,324,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
325,325,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
326,326,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
327,327,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
328,328,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
329,329,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
330,330,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
331,331,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
332,332,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
333,333,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
334,334,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
335,335,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
336,336,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
337,337,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
338,338,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
339,339,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
340,340,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
341,341,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
342,342,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
343,343,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
344,344,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
345,345,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
346,346,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
347,347,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
348,348,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
349,349,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
350,350,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
351,351,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
352,352,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
353,353,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
354,354,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
355,355,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
356,356,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
357,357,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
358,358,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
359,359,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
360,360,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
361,361,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
362,362,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
363,363,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
364,364,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
365,365,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
366,366,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
367,367,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
368,368,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
369,369,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
370,370,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
371,371,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
372,372,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
373,373,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
374,374,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
375,375,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
376,376,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
377,377,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
378,378,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
379,379,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
380,380,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
381,381,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
382,382,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
383,383,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
384,384,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
385,385,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
386,386,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
387,387,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
388,388,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
389,389,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
390,390,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
391,391,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
392,392,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
393,393,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
394,394,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
